ID|NAME|COST|TYPE|POWER|TOUGHNESS|ORACLE|SET|RARITY|LANG|ARTIST|COLLNUM|TEXT|GATHERERID|TCGID|PROPERTIES
eea53df7-0a86-464a-873e-9a7e57b1d8e9|Path to Exile // Path to Exile||Card|||<BR><a href="https://api.scryfall.com/cards/eea53df7-0a86-464a-873e-9a7e57b1d8e9/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Calder Moore|37|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/37/path-to-exile-path-to-exile?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/e/e/eea53df7-0a86-464a-873e-9a7e57b1d8e9.jpg?1715954781, FLIPID=-eea53df7-0a86-464a-873e-9a7e57b1d8e9}
-eea53df7-0a86-464a-873e-9a7e57b1d8e9|Path to Exile // Path to Exile (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/eea53df7-0a86-464a-873e-9a7e57b1d8e9/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Calder Moore|37b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/37/path-to-exile-path-to-exile?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/e/e/eea53df7-0a86-464a-873e-9a7e57b1d8e9.jpg?1715954781, FLIPID=eea53df7-0a86-464a-873e-9a7e57b1d8e9}
1d0a6406-44c8-4c31-a8ec-2fcdeb1f545f|Archive Trap // Archive Trap||Card|||<BR><a href="https://api.scryfall.com/cards/1d0a6406-44c8-4c31-a8ec-2fcdeb1f545f/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||William Tempest|38|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/38/archive-trap-archive-trap?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/1/d/1d0a6406-44c8-4c31-a8ec-2fcdeb1f545f.jpg?1714691698, FLIPID=-1d0a6406-44c8-4c31-a8ec-2fcdeb1f545f}
-1d0a6406-44c8-4c31-a8ec-2fcdeb1f545f|Archive Trap // Archive Trap (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/1d0a6406-44c8-4c31-a8ec-2fcdeb1f545f/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||William Tempest|38b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/38/archive-trap-archive-trap?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/1/d/1d0a6406-44c8-4c31-a8ec-2fcdeb1f545f.jpg?1714691698, FLIPID=1d0a6406-44c8-4c31-a8ec-2fcdeb1f545f}
86ad506c-d0fe-4c77-b0d9-35eca3114a37|Mana Drain // Mana Drain||Card|||<BR><a href="https://api.scryfall.com/cards/86ad506c-d0fe-4c77-b0d9-35eca3114a37/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Florey|39|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/39/mana-drain-mana-drain?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/8/6/86ad506c-d0fe-4c77-b0d9-35eca3114a37.jpg?1714691709, FLIPID=-86ad506c-d0fe-4c77-b0d9-35eca3114a37}
-86ad506c-d0fe-4c77-b0d9-35eca3114a37|Mana Drain // Mana Drain (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/86ad506c-d0fe-4c77-b0d9-35eca3114a37/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Florey|39b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/39/mana-drain-mana-drain?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/8/6/86ad506c-d0fe-4c77-b0d9-35eca3114a37.jpg?1714691709, FLIPID=86ad506c-d0fe-4c77-b0d9-35eca3114a37}
b6eb3d30-7bff-4cde-b795-6cd7e9aca78d|Overwhelming Forces // Overwhelming Forces||Card|||<BR><a href="https://api.scryfall.com/cards/b6eb3d30-7bff-4cde-b795-6cd7e9aca78d/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Willem Hampson|40|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/40/overwhelming-forces-overwhelming-forces?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/b/6/b6eb3d30-7bff-4cde-b795-6cd7e9aca78d.jpg?1714691720, FLIPID=-b6eb3d30-7bff-4cde-b795-6cd7e9aca78d}
-b6eb3d30-7bff-4cde-b795-6cd7e9aca78d|Overwhelming Forces // Overwhelming Forces (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/b6eb3d30-7bff-4cde-b795-6cd7e9aca78d/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Willem Hampson|40b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/40/overwhelming-forces-overwhelming-forces?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/b/6/b6eb3d30-7bff-4cde-b795-6cd7e9aca78d.jpg?1714691720, FLIPID=b6eb3d30-7bff-4cde-b795-6cd7e9aca78d}
26150619-846b-4092-bffe-abd4de16177f|Skullcrack // Skullcrack||Card|||<BR><a href="https://api.scryfall.com/cards/26150619-846b-4092-bffe-abd4de16177f/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Mark A. Nelson|41|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/41/skullcrack-skullcrack?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/2/6/26150619-846b-4092-bffe-abd4de16177f.jpg?1714691732, FLIPID=-26150619-846b-4092-bffe-abd4de16177f}
-26150619-846b-4092-bffe-abd4de16177f|Skullcrack // Skullcrack (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/26150619-846b-4092-bffe-abd4de16177f/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Mark A. Nelson|41b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/41/skullcrack-skullcrack?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/2/6/26150619-846b-4092-bffe-abd4de16177f.jpg?1714691732, FLIPID=26150619-846b-4092-bffe-abd4de16177f}
6dbb8be6-1137-40a0-a02f-0350ed80e07a|Pest Infestation // Pest Infestation||Card|||<BR><a href="https://api.scryfall.com/cards/6dbb8be6-1137-40a0-a02f-0350ed80e07a/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Michael Walsh|42|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/42/pest-infestation-pest-infestation?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/6/d/6dbb8be6-1137-40a0-a02f-0350ed80e07a.jpg?1714691744, FLIPID=-6dbb8be6-1137-40a0-a02f-0350ed80e07a}
-6dbb8be6-1137-40a0-a02f-0350ed80e07a|Pest Infestation // Pest Infestation (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/6dbb8be6-1137-40a0-a02f-0350ed80e07a/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Michael Walsh|42b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/42/pest-infestation-pest-infestation?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/6/d/6dbb8be6-1137-40a0-a02f-0350ed80e07a.jpg?1714691744, FLIPID=6dbb8be6-1137-40a0-a02f-0350ed80e07a}
f3e7d4b4-d6fe-4f42-ab9e-efb4ee884bbf|Cruel Ultimatum // Cruel Ultimatum||Card|||<BR><a href="https://api.scryfall.com/cards/f3e7d4b4-d6fe-4f42-ab9e-efb4ee884bbf/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Michal Ivan|43|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/43/cruel-ultimatum-cruel-ultimatum?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/f/3/f3e7d4b4-d6fe-4f42-ab9e-efb4ee884bbf.jpg?1714691755, FLIPID=-f3e7d4b4-d6fe-4f42-ab9e-efb4ee884bbf}
-f3e7d4b4-d6fe-4f42-ab9e-efb4ee884bbf|Cruel Ultimatum // Cruel Ultimatum (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/f3e7d4b4-d6fe-4f42-ab9e-efb4ee884bbf/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Michal Ivan|43b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/43/cruel-ultimatum-cruel-ultimatum?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/f/3/f3e7d4b4-d6fe-4f42-ab9e-efb4ee884bbf.jpg?1714691755, FLIPID=f3e7d4b4-d6fe-4f42-ab9e-efb4ee884bbf}
8c6b7be1-153c-42f3-bdd9-d58f1fc6ff45|Decimate // Decimate||Card|||<BR><a href="https://api.scryfall.com/cards/8c6b7be1-153c-42f3-bdd9-d58f1fc6ff45/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Yohann Schepacz|44|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/44/decimate-decimate?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/8/c/8c6b7be1-153c-42f3-bdd9-d58f1fc6ff45.jpg?1715954788, FLIPID=-8c6b7be1-153c-42f3-bdd9-d58f1fc6ff45}
-8c6b7be1-153c-42f3-bdd9-d58f1fc6ff45|Decimate // Decimate (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/8c6b7be1-153c-42f3-bdd9-d58f1fc6ff45/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Yohann Schepacz|44b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/44/decimate-decimate?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/8/c/8c6b7be1-153c-42f3-bdd9-d58f1fc6ff45.jpg?1715954788, FLIPID=8c6b7be1-153c-42f3-bdd9-d58f1fc6ff45}
f370b0b1-0b3b-4405-9a2b-5a4fee2b757a|Decisive Denial // Decisive Denial||Card|||<BR><a href="https://api.scryfall.com/cards/f370b0b1-0b3b-4405-9a2b-5a4fee2b757a/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Mark A. Nelson|45|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/45/decisive-denial-decisive-denial?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/f/3/f370b0b1-0b3b-4405-9a2b-5a4fee2b757a.jpg?1714691779, FLIPID=-f370b0b1-0b3b-4405-9a2b-5a4fee2b757a}
-f370b0b1-0b3b-4405-9a2b-5a4fee2b757a|Decisive Denial // Decisive Denial (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/f370b0b1-0b3b-4405-9a2b-5a4fee2b757a/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Mark A. Nelson|45b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/45/decisive-denial-decisive-denial?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/f/3/f370b0b1-0b3b-4405-9a2b-5a4fee2b757a.jpg?1714691779, FLIPID=f370b0b1-0b3b-4405-9a2b-5a4fee2b757a}
5948b6cc-1b76-4eef-8a13-ba1ba7d8fbde|Fractured Identity // Fractured Identity||Card|||<BR><a href="https://api.scryfall.com/cards/5948b6cc-1b76-4eef-8a13-ba1ba7d8fbde/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Yohann Schepacz|46|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/46/fractured-identity-fractured-identity?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/5/9/5948b6cc-1b76-4eef-8a13-ba1ba7d8fbde.jpg?1714691790, FLIPID=-5948b6cc-1b76-4eef-8a13-ba1ba7d8fbde}
-5948b6cc-1b76-4eef-8a13-ba1ba7d8fbde|Fractured Identity // Fractured Identity (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/5948b6cc-1b76-4eef-8a13-ba1ba7d8fbde/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Yohann Schepacz|46b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/46/fractured-identity-fractured-identity?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/5/9/5948b6cc-1b76-4eef-8a13-ba1ba7d8fbde.jpg?1714691790, FLIPID=5948b6cc-1b76-4eef-8a13-ba1ba7d8fbde}
cab1d736-d3bb-4cd7-a11a-089a1c6ac99b|Savage Smash // Savage Smash||Card|||<BR><a href="https://api.scryfall.com/cards/cab1d736-d3bb-4cd7-a11a-089a1c6ac99b/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Magnus Jansson|47|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/47/savage-smash-savage-smash?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/c/a/cab1d736-d3bb-4cd7-a11a-089a1c6ac99b.jpg?1714691800, FLIPID=-cab1d736-d3bb-4cd7-a11a-089a1c6ac99b}
-cab1d736-d3bb-4cd7-a11a-089a1c6ac99b|Savage Smash // Savage Smash (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/cab1d736-d3bb-4cd7-a11a-089a1c6ac99b/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Magnus Jansson|47b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/47/savage-smash-savage-smash?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/c/a/cab1d736-d3bb-4cd7-a11a-089a1c6ac99b.jpg?1714691800, FLIPID=cab1d736-d3bb-4cd7-a11a-089a1c6ac99b}
32bae5ce-50e5-4908-b3d7-6b43050bf769|Vanishing Verse // Vanishing Verse||Card|||<BR><a href="https://api.scryfall.com/cards/32bae5ce-50e5-4908-b3d7-6b43050bf769/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Sean Murray|48|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/48/vanishing-verse-vanishing-verse?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/3/2/32bae5ce-50e5-4908-b3d7-6b43050bf769.jpg?1714691811, FLIPID=-32bae5ce-50e5-4908-b3d7-6b43050bf769}
-32bae5ce-50e5-4908-b3d7-6b43050bf769|Vanishing Verse // Vanishing Verse (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/32bae5ce-50e5-4908-b3d7-6b43050bf769/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Sean Murray|48b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/48/vanishing-verse-vanishing-verse?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/3/2/32bae5ce-50e5-4908-b3d7-6b43050bf769.jpg?1714691811, FLIPID=32bae5ce-50e5-4908-b3d7-6b43050bf769}
