ID|NAME|COST|TYPE|POWER|TOUGHNESS|ORACLE|SET|RARITY|LANG|ARTIST|COLLNUM|TEXT|GATHERERID|TCGID|PROPERTIES
-ad12873f-06da-4d82-89bb-501b05c5e658|Akul the Unrepentant // Akul the Unrepentant (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/ad12873f-06da-4d82-89bb-501b05c5e658/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Kekai Kotaki|16b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/16/akul-the-unrepentant-akul-the-unrepentant?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/a/d/ad12873f-06da-4d82-89bb-501b05c5e658.jpg?1714691323, FLIPID=ad12873f-06da-4d82-89bb-501b05c5e658}
b47a4313-e799-453f-af48-91ef38edbe0a|Annie Flash, the Veteran // Annie Flash, the Veteran||Card|||<BR><a href="https://api.scryfall.com/cards/b47a4313-e799-453f-af48-91ef38edbe0a/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Kieran Yanner|17|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/17/annie-flash-the-veteran-annie-flash-the-veteran?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/b/4/b47a4313-e799-453f-af48-91ef38edbe0a.jpg?1715954753, FLIPID=-b47a4313-e799-453f-af48-91ef38edbe0a}
-b47a4313-e799-453f-af48-91ef38edbe0a|Annie Flash, the Veteran // Annie Flash, the Veteran (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/b47a4313-e799-453f-af48-91ef38edbe0a/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Kieran Yanner|17b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/17/annie-flash-the-veteran-annie-flash-the-veteran?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/b/4/b47a4313-e799-453f-af48-91ef38edbe0a.jpg?1715954753, FLIPID=b47a4313-e799-453f-af48-91ef38edbe0a}
75da9b49-42b6-467a-b9d9-8976f6c2f5d7|Annie Joins Up // Annie Joins Up||Card|||<BR><a href="https://api.scryfall.com/cards/75da9b49-42b6-467a-b9d9-8976f6c2f5d7/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Wylie Beckert|18|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/18/annie-joins-up-annie-joins-up?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/7/5/75da9b49-42b6-467a-b9d9-8976f6c2f5d7.jpg?1714691347, FLIPID=-75da9b49-42b6-467a-b9d9-8976f6c2f5d7}
-75da9b49-42b6-467a-b9d9-8976f6c2f5d7|Annie Joins Up // Annie Joins Up (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/75da9b49-42b6-467a-b9d9-8976f6c2f5d7/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Wylie Beckert|18b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/18/annie-joins-up-annie-joins-up?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/7/5/75da9b49-42b6-467a-b9d9-8976f6c2f5d7.jpg?1714691347, FLIPID=75da9b49-42b6-467a-b9d9-8976f6c2f5d7}
99343515-e4f1-46af-94db-22b87ce37c47|Baron Bertram Graywater // Baron Bertram Graywater||Card|||<BR><a href="https://api.scryfall.com/cards/99343515-e4f1-46af-94db-22b87ce37c47/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Johan Grenier|19|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/19/baron-bertram-graywater-baron-bertram-graywater?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/9/9/99343515-e4f1-46af-94db-22b87ce37c47.jpg?1714691359, FLIPID=-99343515-e4f1-46af-94db-22b87ce37c47}
-99343515-e4f1-46af-94db-22b87ce37c47|Baron Bertram Graywater // Baron Bertram Graywater (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/99343515-e4f1-46af-94db-22b87ce37c47/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Johan Grenier|19b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/19/baron-bertram-graywater-baron-bertram-graywater?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/9/9/99343515-e4f1-46af-94db-22b87ce37c47.jpg?1714691359, FLIPID=99343515-e4f1-46af-94db-22b87ce37c47}
9ab9f44e-a935-4cee-b70e-808d77e6b7ac|Bruse Tarl, Roving Rancher // Bruse Tarl, Roving Rancher||Card|||<BR><a href="https://api.scryfall.com/cards/9ab9f44e-a935-4cee-b70e-808d77e6b7ac/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Forrest Imel|20|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/20/bruse-tarl-roving-rancher-bruse-tarl-roving-rancher?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/9/a/9ab9f44e-a935-4cee-b70e-808d77e6b7ac.jpg?1714691371, FLIPID=-9ab9f44e-a935-4cee-b70e-808d77e6b7ac}
-9ab9f44e-a935-4cee-b70e-808d77e6b7ac|Bruse Tarl, Roving Rancher // Bruse Tarl, Roving Rancher (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/9ab9f44e-a935-4cee-b70e-808d77e6b7ac/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Forrest Imel|20b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/20/bruse-tarl-roving-rancher-bruse-tarl-roving-rancher?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/9/a/9ab9f44e-a935-4cee-b70e-808d77e6b7ac.jpg?1714691371, FLIPID=9ab9f44e-a935-4cee-b70e-808d77e6b7ac}
bf0a1d8c-397e-4b04-82d3-3caa3b035df4|Doc Aurlock, Grizzled Genius // Doc Aurlock, Grizzled Genius||Card|||<BR><a href="https://api.scryfall.com/cards/bf0a1d8c-397e-4b04-82d3-3caa3b035df4/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Jesper Ejsing|21|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/21/doc-aurlock-grizzled-genius-doc-aurlock-grizzled-genius?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/b/f/bf0a1d8c-397e-4b04-82d3-3caa3b035df4.jpg?1714691444, FLIPID=-bf0a1d8c-397e-4b04-82d3-3caa3b035df4}
-bf0a1d8c-397e-4b04-82d3-3caa3b035df4|Doc Aurlock, Grizzled Genius // Doc Aurlock, Grizzled Genius (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/bf0a1d8c-397e-4b04-82d3-3caa3b035df4/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Jesper Ejsing|21b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/21/doc-aurlock-grizzled-genius-doc-aurlock-grizzled-genius?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/b/f/bf0a1d8c-397e-4b04-82d3-3caa3b035df4.jpg?1714691444, FLIPID=bf0a1d8c-397e-4b04-82d3-3caa3b035df4}
0c32e151-d279-4c77-a024-62347d135729|The Gitrog, Ravenous Ride // The Gitrog, Ravenous Ride||Card|||<BR><a href="https://api.scryfall.com/cards/0c32e151-d279-4c77-a024-62347d135729/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Johan Grenier|22|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/22/the-gitrog-ravenous-ride-the-gitrog-ravenous-ride?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/0/c/0c32e151-d279-4c77-a024-62347d135729.jpg?1714691461, FLIPID=-0c32e151-d279-4c77-a024-62347d135729}
-0c32e151-d279-4c77-a024-62347d135729|The Gitrog, Ravenous Ride // The Gitrog, Ravenous Ride (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/0c32e151-d279-4c77-a024-62347d135729/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Johan Grenier|22b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/22/the-gitrog-ravenous-ride-the-gitrog-ravenous-ride?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/0/c/0c32e151-d279-4c77-a024-62347d135729.jpg?1714691461, FLIPID=0c32e151-d279-4c77-a024-62347d135729}
da39a52d-3a29-4f56-b138-c3cf7ff55f91|Kellan Joins Up // Kellan Joins Up||Card|||<BR><a href="https://api.scryfall.com/cards/da39a52d-3a29-4f56-b138-c3cf7ff55f91/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Wylie Beckert|23|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/23/kellan-joins-up-kellan-joins-up?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/d/a/da39a52d-3a29-4f56-b138-c3cf7ff55f91.jpg?1714691475, FLIPID=-da39a52d-3a29-4f56-b138-c3cf7ff55f91}
-da39a52d-3a29-4f56-b138-c3cf7ff55f91|Kellan Joins Up // Kellan Joins Up (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/da39a52d-3a29-4f56-b138-c3cf7ff55f91/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Wylie Beckert|23b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/23/kellan-joins-up-kellan-joins-up?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/d/a/da39a52d-3a29-4f56-b138-c3cf7ff55f91.jpg?1714691475, FLIPID=da39a52d-3a29-4f56-b138-c3cf7ff55f91}
4d3b346b-fb53-4473-a0c0-e636814d9a91|Kellan, the Kid // Kellan, the Kid||Card|||<BR><a href="https://api.scryfall.com/cards/4d3b346b-fb53-4473-a0c0-e636814d9a91/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Magali Villeneuve|24|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/24/kellan-the-kid-kellan-the-kid?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/4/d/4d3b346b-fb53-4473-a0c0-e636814d9a91.jpg?1715954760, FLIPID=-4d3b346b-fb53-4473-a0c0-e636814d9a91}
-4d3b346b-fb53-4473-a0c0-e636814d9a91|Kellan, the Kid // Kellan, the Kid (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/4d3b346b-fb53-4473-a0c0-e636814d9a91/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Magali Villeneuve|24b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/24/kellan-the-kid-kellan-the-kid?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/4/d/4d3b346b-fb53-4473-a0c0-e636814d9a91.jpg?1715954760, FLIPID=4d3b346b-fb53-4473-a0c0-e636814d9a91}
c5e661cd-ca87-47b5-b86c-b7f66e53943b|Lazav, Familiar Stranger // Lazav, Familiar Stranger||Card|||<BR><a href="https://api.scryfall.com/cards/c5e661cd-ca87-47b5-b86c-b7f66e53943b/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Tyler Jacobson|25|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/25/lazav-familiar-stranger-lazav-familiar-stranger?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/c/5/c5e661cd-ca87-47b5-b86c-b7f66e53943b.jpg?1714691521, FLIPID=-c5e661cd-ca87-47b5-b86c-b7f66e53943b}
-c5e661cd-ca87-47b5-b86c-b7f66e53943b|Lazav, Familiar Stranger // Lazav, Familiar Stranger (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/c5e661cd-ca87-47b5-b86c-b7f66e53943b/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Tyler Jacobson|25b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/25/lazav-familiar-stranger-lazav-familiar-stranger?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/c/5/c5e661cd-ca87-47b5-b86c-b7f66e53943b.jpg?1714691521, FLIPID=c5e661cd-ca87-47b5-b86c-b7f66e53943b}
7aa9c0bd-57fb-4769-af9c-cc3ef1172c1e|Lilah, Undefeated Slickshot // Lilah, Undefeated Slickshot||Card|||<BR><a href="https://api.scryfall.com/cards/7aa9c0bd-57fb-4769-af9c-cc3ef1172c1e/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Andreas Zafiratos|26|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/26/lilah-undefeated-slickshot-lilah-undefeated-slickshot?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/7/a/7aa9c0bd-57fb-4769-af9c-cc3ef1172c1e.jpg?1714691533, FLIPID=-7aa9c0bd-57fb-4769-af9c-cc3ef1172c1e}
-7aa9c0bd-57fb-4769-af9c-cc3ef1172c1e|Lilah, Undefeated Slickshot // Lilah, Undefeated Slickshot (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/7aa9c0bd-57fb-4769-af9c-cc3ef1172c1e/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Andreas Zafiratos|26b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/26/lilah-undefeated-slickshot-lilah-undefeated-slickshot?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/7/a/7aa9c0bd-57fb-4769-af9c-cc3ef1172c1e.jpg?1714691533, FLIPID=7aa9c0bd-57fb-4769-af9c-cc3ef1172c1e}
eb15bfce-bed4-4e73-a835-d5dae33defd8|Marchesa, Dealer of Death // Marchesa, Dealer of Death||Card|||<BR><a href="https://api.scryfall.com/cards/eb15bfce-bed4-4e73-a835-d5dae33defd8/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Ryan Pancoast|27|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/27/marchesa-dealer-of-death-marchesa-dealer-of-death?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/e/b/eb15bfce-bed4-4e73-a835-d5dae33defd8.jpg?1714691545, FLIPID=-eb15bfce-bed4-4e73-a835-d5dae33defd8}
-eb15bfce-bed4-4e73-a835-d5dae33defd8|Marchesa, Dealer of Death // Marchesa, Dealer of Death (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/eb15bfce-bed4-4e73-a835-d5dae33defd8/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Ryan Pancoast|27b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/27/marchesa-dealer-of-death-marchesa-dealer-of-death?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/e/b/eb15bfce-bed4-4e73-a835-d5dae33defd8.jpg?1714691545, FLIPID=eb15bfce-bed4-4e73-a835-d5dae33defd8}
7c164c8a-b26c-4fe9-8114-0a753a1dd293|Obeka, Splitter of Seconds // Obeka, Splitter of Seconds||Card|||<BR><a href="https://api.scryfall.com/cards/7c164c8a-b26c-4fe9-8114-0a753a1dd293/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Ryan Pancoast|28|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/28/obeka-splitter-of-seconds-obeka-splitter-of-seconds?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/7/c/7c164c8a-b26c-4fe9-8114-0a753a1dd293.jpg?1714691560, FLIPID=-7c164c8a-b26c-4fe9-8114-0a753a1dd293}
-7c164c8a-b26c-4fe9-8114-0a753a1dd293|Obeka, Splitter of Seconds // Obeka, Splitter of Seconds (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/7c164c8a-b26c-4fe9-8114-0a753a1dd293/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Ryan Pancoast|28b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/28/obeka-splitter-of-seconds-obeka-splitter-of-seconds?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/7/c/7c164c8a-b26c-4fe9-8114-0a753a1dd293.jpg?1714691560, FLIPID=7c164c8a-b26c-4fe9-8114-0a753a1dd293}
9019c2a8-da11-4fd9-8420-40f438cadf4a|Oko, the Ringleader // Oko, the Ringleader||Card|||<BR><a href="https://api.scryfall.com/cards/9019c2a8-da11-4fd9-8420-40f438cadf4a/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Magali Villeneuve|29|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/29/oko-the-ringleader-oko-the-ringleader?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/9/0/9019c2a8-da11-4fd9-8420-40f438cadf4a.jpg?1715954769, FLIPID=-9019c2a8-da11-4fd9-8420-40f438cadf4a}
-9019c2a8-da11-4fd9-8420-40f438cadf4a|Oko, the Ringleader // Oko, the Ringleader (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/9019c2a8-da11-4fd9-8420-40f438cadf4a/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Magali Villeneuve|29b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/29/oko-the-ringleader-oko-the-ringleader?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/9/0/9019c2a8-da11-4fd9-8420-40f438cadf4a.jpg?1715954769, FLIPID=9019c2a8-da11-4fd9-8420-40f438cadf4a}
aaf70d09-418f-4911-804a-2eb969bfb600|Pillage the Bog // Pillage the Bog||Card|||<BR><a href="https://api.scryfall.com/cards/aaf70d09-418f-4911-804a-2eb969bfb600/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Forrest Imel|30|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/30/pillage-the-bog-pillage-the-bog?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/a/a/aaf70d09-418f-4911-804a-2eb969bfb600.jpg?1714691592, FLIPID=-aaf70d09-418f-4911-804a-2eb969bfb600}
-aaf70d09-418f-4911-804a-2eb969bfb600|Pillage the Bog // Pillage the Bog (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/aaf70d09-418f-4911-804a-2eb969bfb600/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Forrest Imel|30b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/30/pillage-the-bog-pillage-the-bog?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/a/a/aaf70d09-418f-4911-804a-2eb969bfb600.jpg?1714691592, FLIPID=aaf70d09-418f-4911-804a-2eb969bfb600}
45e8d320-244b-47fa-a00c-83c80a14e31e|Rakdos Joins Up // Rakdos Joins Up||Card|||<BR><a href="https://api.scryfall.com/cards/45e8d320-244b-47fa-a00c-83c80a14e31e/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Wylie Beckert|31|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/31/rakdos-joins-up-rakdos-joins-up?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/4/5/45e8d320-244b-47fa-a00c-83c80a14e31e.jpg?1714691610, FLIPID=-45e8d320-244b-47fa-a00c-83c80a14e31e}
-45e8d320-244b-47fa-a00c-83c80a14e31e|Rakdos Joins Up // Rakdos Joins Up (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/45e8d320-244b-47fa-a00c-83c80a14e31e/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Wylie Beckert|31b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/31/rakdos-joins-up-rakdos-joins-up?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/4/5/45e8d320-244b-47fa-a00c-83c80a14e31e.jpg?1714691610, FLIPID=45e8d320-244b-47fa-a00c-83c80a14e31e}
667352ac-3e3f-468f-8bcd-9442c57b3928|Ruthless Lawbringer // Ruthless Lawbringer||Card|||<BR><a href="https://api.scryfall.com/cards/667352ac-3e3f-468f-8bcd-9442c57b3928/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Joshua Raphael|32|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/32/ruthless-lawbringer-ruthless-lawbringer?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/6/6/667352ac-3e3f-468f-8bcd-9442c57b3928.jpg?1714691626, FLIPID=-667352ac-3e3f-468f-8bcd-9442c57b3928}
-667352ac-3e3f-468f-8bcd-9442c57b3928|Ruthless Lawbringer // Ruthless Lawbringer (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/667352ac-3e3f-468f-8bcd-9442c57b3928/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Joshua Raphael|32b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/32/ruthless-lawbringer-ruthless-lawbringer?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/6/6/667352ac-3e3f-468f-8bcd-9442c57b3928.jpg?1714691626, FLIPID=667352ac-3e3f-468f-8bcd-9442c57b3928}
f1f7636c-214b-40d7-bf18-8e7fbaec5705|Slick Sequence // Slick Sequence||Card|||<BR><a href="https://api.scryfall.com/cards/f1f7636c-214b-40d7-bf18-8e7fbaec5705/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Fajareka Setiawan|33|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/33/slick-sequence-slick-sequence?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/f/1/f1f7636c-214b-40d7-bf18-8e7fbaec5705.jpg?1714691639, FLIPID=-f1f7636c-214b-40d7-bf18-8e7fbaec5705}
-f1f7636c-214b-40d7-bf18-8e7fbaec5705|Slick Sequence // Slick Sequence (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/f1f7636c-214b-40d7-bf18-8e7fbaec5705/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Fajareka Setiawan|33b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/33/slick-sequence-slick-sequence?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/f/1/f1f7636c-214b-40d7-bf18-8e7fbaec5705.jpg?1714691639, FLIPID=f1f7636c-214b-40d7-bf18-8e7fbaec5705}
2b964685-4f6b-456e-b65f-f9c3182d08ef|Vraska Joins Up // Vraska Joins Up||Card|||<BR><a href="https://api.scryfall.com/cards/2b964685-4f6b-456e-b65f-f9c3182d08ef/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Wylie Beckert|34|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/34/vraska-joins-up-vraska-joins-up?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/2/b/2b964685-4f6b-456e-b65f-f9c3182d08ef.jpg?1714691652, FLIPID=-2b964685-4f6b-456e-b65f-f9c3182d08ef}
-2b964685-4f6b-456e-b65f-f9c3182d08ef|Vraska Joins Up // Vraska Joins Up (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/2b964685-4f6b-456e-b65f-f9c3182d08ef/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Wylie Beckert|34b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/34/vraska-joins-up-vraska-joins-up?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/2/b/2b964685-4f6b-456e-b65f-f9c3182d08ef.jpg?1714691652, FLIPID=2b964685-4f6b-456e-b65f-f9c3182d08ef}
e7930e15-c6e1-463d-b61a-687dd3dc2346|Wylie Duke, Atiin Hero // Wylie Duke, Atiin Hero||Card|||<BR><a href="https://api.scryfall.com/cards/e7930e15-c6e1-463d-b61a-687dd3dc2346/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Ekaterina Burmak|35|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/35/wylie-duke-atiin-hero-wylie-duke-atiin-hero?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/e/7/e7930e15-c6e1-463d-b61a-687dd3dc2346.jpg?1714691664, FLIPID=-e7930e15-c6e1-463d-b61a-687dd3dc2346}
-e7930e15-c6e1-463d-b61a-687dd3dc2346|Wylie Duke, Atiin Hero // Wylie Duke, Atiin Hero (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/e7930e15-c6e1-463d-b61a-687dd3dc2346/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Ekaterina Burmak|35b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/35/wylie-duke-atiin-hero-wylie-duke-atiin-hero?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/e/7/e7930e15-c6e1-463d-b61a-687dd3dc2346.jpg?1714691664, FLIPID=e7930e15-c6e1-463d-b61a-687dd3dc2346}
c26289cb-b118-40f6-b3a8-9bfc7a84d89a|Plains // Plains||Card|||<BR><a href="https://api.scryfall.com/cards/c26289cb-b118-40f6-b3a8-9bfc7a84d89a/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Salvatorre Zee Yazzie|36|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/36/plains-plains?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/front/c/2/c26289cb-b118-40f6-b3a8-9bfc7a84d89a.jpg?1715954776, FLIPID=-c26289cb-b118-40f6-b3a8-9bfc7a84d89a}
-c26289cb-b118-40f6-b3a8-9bfc7a84d89a|Plains // Plains (art_series)||Card|||<BR><a href="https://api.scryfall.com/cards/c26289cb-b118-40f6-b3a8-9bfc7a84d89a/rulings">Rulings</a>|Outlaws of Thunder Junction Art Series|Common||Salvatorre Zee Yazzie|36b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/aotj/36/plains-plains?utm_source=api">Scryfall</a>|0|0|{IMAGE_URL=https://cards.scryfall.io/normal/back/c/2/c26289cb-b118-40f6-b3a8-9bfc7a84d89a.jpg?1715954776, FLIPID=c26289cb-b118-40f6-b3a8-9bfc7a84d89a}
