ID|NAME|COST|TYPE|POWER|TOUGHNESS|ORACLE|SET|RARITY|LANG|ARTIST|COLLNUM|TEXT|PROPERTIES
d704e5ac-f943-4324-9ccc-c9f4ef6c2c66|Unlucky Cabbage Merchant // Unlucky Cabbage Merchant||Card||||Avatar: the Last Airbender Art Cards|Common||Thomas Chamberlain-Keen|19|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/19/unlucky-cabbage-merchant-unlucky-cabbage-merchant?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/d/7/d704e5ac-f943-4324-9ccc-c9f4ef6c2c66.jpg?1765847865, FLIPID=-d704e5ac-f943-4324-9ccc-c9f4ef6c2c66}
-d704e5ac-f943-4324-9ccc-c9f4ef6c2c66|Unlucky Cabbage Merchant // Unlucky Cabbage Merchant (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Thomas Chamberlain-Keen|19b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/19/unlucky-cabbage-merchant-unlucky-cabbage-merchant?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/d/7/d704e5ac-f943-4324-9ccc-c9f4ef6c2c66.jpg?1765847865, FLIPID=d704e5ac-f943-4324-9ccc-c9f4ef6c2c66}
b4f15002-8857-48d0-b485-88c2907f14d5|Aang, Swift Savior // Aang, Swift Savior||Card||||Avatar: the Last Airbender Art Cards|Common||Tetsuko|20|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/20/aang-swift-savior-aang-swift-savior?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/b/4/b4f15002-8857-48d0-b485-88c2907f14d5.jpg?1765847902, FLIPID=-b4f15002-8857-48d0-b485-88c2907f14d5}
-b4f15002-8857-48d0-b485-88c2907f14d5|Aang, Swift Savior // Aang, Swift Savior (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Tetsuko|20b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/20/aang-swift-savior-aang-swift-savior?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/b/4/b4f15002-8857-48d0-b485-88c2907f14d5.jpg?1765847902, FLIPID=b4f15002-8857-48d0-b485-88c2907f14d5}
a8a981e0-fd97-44ac-85ad-abfa4736b2d6|Fire Lord Azula // Fire Lord Azula||Card||||Avatar: the Last Airbender Art Cards|Common||Fahmi Fauzi|21|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/21/fire-lord-azula-fire-lord-azula?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/a/8/a8a981e0-fd97-44ac-85ad-abfa4736b2d6.jpg?1765847908, FLIPID=-a8a981e0-fd97-44ac-85ad-abfa4736b2d6}
-a8a981e0-fd97-44ac-85ad-abfa4736b2d6|Fire Lord Azula // Fire Lord Azula (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Fahmi Fauzi|21b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/21/fire-lord-azula-fire-lord-azula?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/a/8/a8a981e0-fd97-44ac-85ad-abfa4736b2d6.jpg?1765847908, FLIPID=a8a981e0-fd97-44ac-85ad-abfa4736b2d6}
7de19b17-6a49-40f3-acf2-8b65b0658d5b|Jet, Freedom Fighter // Jet, Freedom Fighter||Card||||Avatar: the Last Airbender Art Cards|Common||Fahmi Fauzi|22|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/22/jet-freedom-fighter-jet-freedom-fighter?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/7/d/7de19b17-6a49-40f3-acf2-8b65b0658d5b.jpg?1765847915, FLIPID=-7de19b17-6a49-40f3-acf2-8b65b0658d5b}
-7de19b17-6a49-40f3-acf2-8b65b0658d5b|Jet, Freedom Fighter // Jet, Freedom Fighter (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Fahmi Fauzi|22b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/22/jet-freedom-fighter-jet-freedom-fighter?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/7/d/7de19b17-6a49-40f3-acf2-8b65b0658d5b.jpg?1765847915, FLIPID=7de19b17-6a49-40f3-acf2-8b65b0658d5b}
31ecdb49-5e4b-43e3-9c36-a8ab1b0e30c3|Sokka, Tenacious Tactician // Sokka, Tenacious Tactician||Card||||Avatar: the Last Airbender Art Cards|Common||Robin Har|23|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/23/sokka-tenacious-tactician-sokka-tenacious-tactician?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/3/1/31ecdb49-5e4b-43e3-9c36-a8ab1b0e30c3.jpg?1765847922, FLIPID=-31ecdb49-5e4b-43e3-9c36-a8ab1b0e30c3}
-31ecdb49-5e4b-43e3-9c36-a8ab1b0e30c3|Sokka, Tenacious Tactician // Sokka, Tenacious Tactician (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Robin Har|23b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/23/sokka-tenacious-tactician-sokka-tenacious-tactician?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/3/1/31ecdb49-5e4b-43e3-9c36-a8ab1b0e30c3.jpg?1765847922, FLIPID=31ecdb49-5e4b-43e3-9c36-a8ab1b0e30c3}
04fe0cf8-e5a1-4d7d-b69a-9ea384540f6d|Zuko, Conflicted // Zuko, Conflicted||Card||||Avatar: the Last Airbender Art Cards|Common||Halil Ural|24|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/24/zuko-conflicted-zuko-conflicted?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/0/4/04fe0cf8-e5a1-4d7d-b69a-9ea384540f6d.jpg?1765847929, FLIPID=-04fe0cf8-e5a1-4d7d-b69a-9ea384540f6d}
-04fe0cf8-e5a1-4d7d-b69a-9ea384540f6d|Zuko, Conflicted // Zuko, Conflicted (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Halil Ural|24b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/24/zuko-conflicted-zuko-conflicted?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/0/4/04fe0cf8-e5a1-4d7d-b69a-9ea384540f6d.jpg?1765847929, FLIPID=04fe0cf8-e5a1-4d7d-b69a-9ea384540f6d}
bc28c9c2-26b4-479d-bbf3-a9f112af4214|Trusty Boomerang // Trusty Boomerang||Card||||Avatar: the Last Airbender Art Cards|Common||Toni Infante|25|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/25/trusty-boomerang-trusty-boomerang?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/b/c/bc28c9c2-26b4-479d-bbf3-a9f112af4214.jpg?1765847937, FLIPID=-bc28c9c2-26b4-479d-bbf3-a9f112af4214}
-bc28c9c2-26b4-479d-bbf3-a9f112af4214|Trusty Boomerang // Trusty Boomerang (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Toni Infante|25b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/25/trusty-boomerang-trusty-boomerang?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/b/c/bc28c9c2-26b4-479d-bbf3-a9f112af4214.jpg?1765847937, FLIPID=bc28c9c2-26b4-479d-bbf3-a9f112af4214}
68afb140-52ff-4583-b2e8-68937b492a26|Jet, Rebel Leader // Jet, Rebel Leader||Card||||Avatar: the Last Airbender Art Cards|Common||Keiuu|26|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/26/jet-rebel-leader-jet-rebel-leader?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/6/8/68afb140-52ff-4583-b2e8-68937b492a26.jpg?1765847944, FLIPID=-68afb140-52ff-4583-b2e8-68937b492a26}
-68afb140-52ff-4583-b2e8-68937b492a26|Jet, Rebel Leader // Jet, Rebel Leader (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Keiuu|26b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/26/jet-rebel-leader-jet-rebel-leader?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/6/8/68afb140-52ff-4583-b2e8-68937b492a26.jpg?1765847944, FLIPID=68afb140-52ff-4583-b2e8-68937b492a26}
762b1820-268a-46c6-8ea0-3a76c2891df5|Fire Lord Ozai // Fire Lord Ozai||Card||||Avatar: the Last Airbender Art Cards|Common||Ryuichi Sakuma|27|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/27/fire-lord-ozai-fire-lord-ozai?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/7/6/762b1820-268a-46c6-8ea0-3a76c2891df5.jpg?1765847951, FLIPID=-762b1820-268a-46c6-8ea0-3a76c2891df5}
-762b1820-268a-46c6-8ea0-3a76c2891df5|Fire Lord Ozai // Fire Lord Ozai (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Ryuichi Sakuma|27b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/27/fire-lord-ozai-fire-lord-ozai?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/7/6/762b1820-268a-46c6-8ea0-3a76c2891df5.jpg?1765847951, FLIPID=762b1820-268a-46c6-8ea0-3a76c2891df5}
f13008a6-5507-470d-824d-760ca4bdb729|Storm of Memories // Storm of Memories||Card||||Avatar: the Last Airbender Art Cards|Common||NIJIMAARC|28|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/28/storm-of-memories-storm-of-memories?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/f/1/f13008a6-5507-470d-824d-760ca4bdb729.jpg?1765847958, FLIPID=-f13008a6-5507-470d-824d-760ca4bdb729}
-f13008a6-5507-470d-824d-760ca4bdb729|Storm of Memories // Storm of Memories (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||NIJIMAARC|28b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/28/storm-of-memories-storm-of-memories?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/f/1/f13008a6-5507-470d-824d-760ca4bdb729.jpg?1765847958, FLIPID=f13008a6-5507-470d-824d-760ca4bdb729}
299425de-2b47-445a-b686-2d4427083b08|Katara, Seeking Revenge // Katara, Seeking Revenge||Card||||Avatar: the Last Airbender Art Cards|Common||Yoshioka|29|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/29/katara-seeking-revenge-katara-seeking-revenge?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/2/9/299425de-2b47-445a-b686-2d4427083b08.jpg?1765847966, FLIPID=-299425de-2b47-445a-b686-2d4427083b08}
-299425de-2b47-445a-b686-2d4427083b08|Katara, Seeking Revenge // Katara, Seeking Revenge (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Yoshioka|29b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/29/katara-seeking-revenge-katara-seeking-revenge?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/2/9/299425de-2b47-445a-b686-2d4427083b08.jpg?1765847966, FLIPID=299425de-2b47-445a-b686-2d4427083b08}
5963ebf9-6383-42fc-beb0-55d110f098ae|Bastion of Remembrance // Bastion of Remembrance||Card||||Avatar: the Last Airbender Art Cards|Common||Yuu Fujiki|30|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/30/bastion-of-remembrance-bastion-of-remembrance?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/5/9/5963ebf9-6383-42fc-beb0-55d110f098ae.jpg?1765847972, FLIPID=-5963ebf9-6383-42fc-beb0-55d110f098ae}
-5963ebf9-6383-42fc-beb0-55d110f098ae|Bastion of Remembrance // Bastion of Remembrance (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Yuu Fujiki|30b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/30/bastion-of-remembrance-bastion-of-remembrance?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/5/9/5963ebf9-6383-42fc-beb0-55d110f098ae.jpg?1765847972, FLIPID=5963ebf9-6383-42fc-beb0-55d110f098ae}
0636af97-f378-4c3b-934b-c9654cfd2db1|Appa, Aang's Companion // Appa, Aang's Companion||Card||||Avatar: the Last Airbender Art Cards|Common||Kieran Yanner|31|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/31/appa-aangs-companion-appa-aangs-companion?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/0/6/0636af97-f378-4c3b-934b-c9654cfd2db1.jpg?1765847989, FLIPID=-0636af97-f378-4c3b-934b-c9654cfd2db1}
-0636af97-f378-4c3b-934b-c9654cfd2db1|Appa, Aang's Companion // Appa, Aang's Companion (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Kieran Yanner|31b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/31/appa-aangs-companion-appa-aangs-companion?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/0/6/0636af97-f378-4c3b-934b-c9654cfd2db1.jpg?1765847989, FLIPID=0636af97-f378-4c3b-934b-c9654cfd2db1}
235c508b-2c8e-4721-bea4-ca5b80b233b1|Appa, Steadfast Guardian // Appa, Steadfast Guardian||Card||||Avatar: the Last Airbender Art Cards|Common||Ilse Gort|32|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/32/appa-steadfast-guardian-appa-steadfast-guardian?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/2/3/235c508b-2c8e-4721-bea4-ca5b80b233b1.jpg?1765847996, FLIPID=-235c508b-2c8e-4721-bea4-ca5b80b233b1}
-235c508b-2c8e-4721-bea4-ca5b80b233b1|Appa, Steadfast Guardian // Appa, Steadfast Guardian (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Ilse Gort|32b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/32/appa-steadfast-guardian-appa-steadfast-guardian?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/2/3/235c508b-2c8e-4721-bea4-ca5b80b233b1.jpg?1765847996, FLIPID=235c508b-2c8e-4721-bea4-ca5b80b233b1}
ba64755b-2bda-499a-928c-3194cd807938|Wan Shi Tong, Librarian // Wan Shi Tong, Librarian||Card||||Avatar: the Last Airbender Art Cards|Common||Andrea Piparo|33|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/33/wan-shi-tong-librarian-wan-shi-tong-librarian?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/b/a/ba64755b-2bda-499a-928c-3194cd807938.jpg?1765848002, FLIPID=-ba64755b-2bda-499a-928c-3194cd807938}
-ba64755b-2bda-499a-928c-3194cd807938|Wan Shi Tong, Librarian // Wan Shi Tong, Librarian (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Andrea Piparo|33b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/33/wan-shi-tong-librarian-wan-shi-tong-librarian?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/b/a/ba64755b-2bda-499a-928c-3194cd807938.jpg?1765848002, FLIPID=ba64755b-2bda-499a-928c-3194cd807938}
58d468f8-1d86-409b-81ba-21f0d3a0773a|Koh, the Face Stealer // Koh, the Face Stealer||Card||||Avatar: the Last Airbender Art Cards|Common||Antonio José Manzanedo|34|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/34/koh-the-face-stealer-koh-the-face-stealer?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/5/8/58d468f8-1d86-409b-81ba-21f0d3a0773a.jpg?1765846773, FLIPID=-58d468f8-1d86-409b-81ba-21f0d3a0773a}
-58d468f8-1d86-409b-81ba-21f0d3a0773a|Koh, the Face Stealer // Koh, the Face Stealer (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Antonio José Manzanedo|34b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/34/koh-the-face-stealer-koh-the-face-stealer?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/5/8/58d468f8-1d86-409b-81ba-21f0d3a0773a.jpg?1765846773, FLIPID=58d468f8-1d86-409b-81ba-21f0d3a0773a}
73d722e3-ab21-4429-a435-6249ba334013|Phoenix Fleet Airship // Phoenix Fleet Airship||Card||||Avatar: the Last Airbender Art Cards|Common||Ben Hill|35|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/35/phoenix-fleet-airship-phoenix-fleet-airship?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/7/3/73d722e3-ab21-4429-a435-6249ba334013.jpg?1765846782, FLIPID=-73d722e3-ab21-4429-a435-6249ba334013}
-73d722e3-ab21-4429-a435-6249ba334013|Phoenix Fleet Airship // Phoenix Fleet Airship (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Ben Hill|35b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/35/phoenix-fleet-airship-phoenix-fleet-airship?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/7/3/73d722e3-ab21-4429-a435-6249ba334013.jpg?1765846782, FLIPID=73d722e3-ab21-4429-a435-6249ba334013}
a4bb6d44-f32a-4dfb-9221-82f38d63a159|Ran and Shaw // Ran and Shaw||Card||||Avatar: the Last Airbender Art Cards|Common||Antonio José Manzanedo|36|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/36/ran-and-shaw-ran-and-shaw?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/a/4/a4bb6d44-f32a-4dfb-9221-82f38d63a159.jpg?1765846790, FLIPID=-a4bb6d44-f32a-4dfb-9221-82f38d63a159}
-a4bb6d44-f32a-4dfb-9221-82f38d63a159|Ran and Shaw // Ran and Shaw (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Antonio José Manzanedo|36b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/36/ran-and-shaw-ran-and-shaw?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/a/4/a4bb6d44-f32a-4dfb-9221-82f38d63a159.jpg?1765846790, FLIPID=a4bb6d44-f32a-4dfb-9221-82f38d63a159}
3ca276b3-886f-4324-9c0f-6450bfdd7f76|The Lion-Turtle // The Lion-Turtle||Card||||Avatar: the Last Airbender Art Cards|Common||Filip Burburan|37|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/37/the-lion-turtle-the-lion-turtle?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/3/c/3ca276b3-886f-4324-9c0f-6450bfdd7f76.jpg?1765846798, FLIPID=-3ca276b3-886f-4324-9c0f-6450bfdd7f76}
-3ca276b3-886f-4324-9c0f-6450bfdd7f76|The Lion-Turtle // The Lion-Turtle (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Filip Burburan|37b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/37/the-lion-turtle-the-lion-turtle?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/3/c/3ca276b3-886f-4324-9c0f-6450bfdd7f76.jpg?1765846798, FLIPID=3ca276b3-886f-4324-9c0f-6450bfdd7f76}
918acc15-1510-47d5-b49c-06ee2936e8a5|The Walls of Ba Sing Se // The Walls of Ba Sing Se||Card||||Avatar: the Last Airbender Art Cards|Common||Ben Hill|38|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/38/the-walls-of-ba-sing-se-the-walls-of-ba-sing-se?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/9/1/918acc15-1510-47d5-b49c-06ee2936e8a5.jpg?1765846807, FLIPID=-918acc15-1510-47d5-b49c-06ee2936e8a5}
-918acc15-1510-47d5-b49c-06ee2936e8a5|The Walls of Ba Sing Se // The Walls of Ba Sing Se (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Ben Hill|38b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/38/the-walls-of-ba-sing-se-the-walls-of-ba-sing-se?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/9/1/918acc15-1510-47d5-b49c-06ee2936e8a5.jpg?1765846807, FLIPID=918acc15-1510-47d5-b49c-06ee2936e8a5}
ef969887-5b78-4180-a5a6-c928cbcfaee0|Ozai, the Phoenix King // Ozai, the Phoenix King||Card||||Avatar: the Last Airbender Art Cards|Common||Sidharth Chaturvedi|39|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/39/ozai-the-phoenix-king-ozai-the-phoenix-king?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/e/f/ef969887-5b78-4180-a5a6-c928cbcfaee0.jpg?1765846816, FLIPID=-ef969887-5b78-4180-a5a6-c928cbcfaee0}
-ef969887-5b78-4180-a5a6-c928cbcfaee0|Ozai, the Phoenix King // Ozai, the Phoenix King (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Sidharth Chaturvedi|39b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/39/ozai-the-phoenix-king-ozai-the-phoenix-king?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/e/f/ef969887-5b78-4180-a5a6-c928cbcfaee0.jpg?1765846816, FLIPID=ef969887-5b78-4180-a5a6-c928cbcfaee0}
a5d96a67-491a-450f-ba8f-1d46be92d0fa|Aang's Iceberg // Aang's Iceberg||Card||||Avatar: the Last Airbender Art Cards|Common||Brigitte Roka|40|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/40/aangs-iceberg-aangs-iceberg?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/a/5/a5d96a67-491a-450f-ba8f-1d46be92d0fa.jpg?1765848044, FLIPID=-a5d96a67-491a-450f-ba8f-1d46be92d0fa}
-a5d96a67-491a-450f-ba8f-1d46be92d0fa|Aang's Iceberg // Aang's Iceberg (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Brigitte Roka|40b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/40/aangs-iceberg-aangs-iceberg?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/a/5/a5d96a67-491a-450f-ba8f-1d46be92d0fa.jpg?1765848044, FLIPID=a5d96a67-491a-450f-ba8f-1d46be92d0fa}
72851a07-62dc-402d-a89e-8bf59a1af562|Yue, the Moon Spirit // Yue, the Moon Spirit||Card||||Avatar: the Last Airbender Art Cards|Common||Barbara Rosiak|41|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/41/yue-the-moon-spirit-yue-the-moon-spirit?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/7/2/72851a07-62dc-402d-a89e-8bf59a1af562.jpg?1765846833, FLIPID=-72851a07-62dc-402d-a89e-8bf59a1af562}
-72851a07-62dc-402d-a89e-8bf59a1af562|Yue, the Moon Spirit // Yue, the Moon Spirit (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Barbara Rosiak|41b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/41/yue-the-moon-spirit-yue-the-moon-spirit?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/7/2/72851a07-62dc-402d-a89e-8bf59a1af562.jpg?1765846833, FLIPID=72851a07-62dc-402d-a89e-8bf59a1af562}
76c0043c-5599-4463-9a2f-94ec801c1706|Obsessive Pursuit // Obsessive Pursuit||Card||||Avatar: the Last Airbender Art Cards|Common||Sija Hong|42|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/42/obsessive-pursuit-obsessive-pursuit?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/7/6/76c0043c-5599-4463-9a2f-94ec801c1706.jpg?1765848053, FLIPID=-76c0043c-5599-4463-9a2f-94ec801c1706}
-76c0043c-5599-4463-9a2f-94ec801c1706|Obsessive Pursuit // Obsessive Pursuit (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Sija Hong|42b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/42/obsessive-pursuit-obsessive-pursuit?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/7/6/76c0043c-5599-4463-9a2f-94ec801c1706.jpg?1765848053, FLIPID=76c0043c-5599-4463-9a2f-94ec801c1706}
1bf3c2bb-2d4a-4449-a9e5-66cb070dfd9c|Fated Firepower // Fated Firepower||Card||||Avatar: the Last Airbender Art Cards|Common||Brigitte Roka|43|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/43/fated-firepower-fated-firepower?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/1/b/1bf3c2bb-2d4a-4449-a9e5-66cb070dfd9c.jpg?1765848061, FLIPID=-1bf3c2bb-2d4a-4449-a9e5-66cb070dfd9c}
-1bf3c2bb-2d4a-4449-a9e5-66cb070dfd9c|Fated Firepower // Fated Firepower (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Brigitte Roka|43b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/43/fated-firepower-fated-firepower?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/1/b/1bf3c2bb-2d4a-4449-a9e5-66cb070dfd9c.jpg?1765848061, FLIPID=1bf3c2bb-2d4a-4449-a9e5-66cb070dfd9c}
0aa41062-6c2d-40b4-83e2-cad06ac1e3bf|Firebending Student // Firebending Student||Card||||Avatar: the Last Airbender Art Cards|Common||Ina Wong|44|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/44/firebending-student-firebending-student?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/front/0/a/0aa41062-6c2d-40b4-83e2-cad06ac1e3bf.jpg?1765848069, FLIPID=-0aa41062-6c2d-40b4-83e2-cad06ac1e3bf}
-0aa41062-6c2d-40b4-83e2-cad06ac1e3bf|Firebending Student // Firebending Student (art_series)||Card||||Avatar: the Last Airbender Art Cards|Common||Ina Wong|44b|Finishes: nonfoil:foil:<br><br><a href="https://scryfall.com/card/atla/44/firebending-student-firebending-student?utm_source=api">Scryfall</a>|{IMAGE_URL=https://cards.scryfall.io/normal/back/0/a/0aa41062-6c2d-40b4-83e2-cad06ac1e3bf.jpg?1765848069, FLIPID=0aa41062-6c2d-40b4-83e2-cad06ac1e3bf}
